imo,description,ship_type
9437347,General Cargo,Cargo
9174593,Tug,Cargo
9680968,Diving Support Vessel,Other
9278985,Container Ship,Cargo
8503876,Ro-Ro Cargo,Cargo
9531325,Multi Purpose Offshore Vessel,Other
8665686,Crew Boat,Passenger
9152404,General Cargo,Cargo
9124160,General Cargo,Cargo
8014239,Bulk Carrier,Cargo
9806885,Ore Carrier,Cargo
8711291,General Cargo,Cargo
7528154,Self Discharging Bulk Carrier,Cargo
9796365,Vehicles Carrier,Cargo
8999659,Tug,Tug
9073660,Fishing Vessel,Fishing
9869344,Bulk Carrier,Cargo
7939638,Tug,Tug
9132052,Tug,Tug
8963818,Passenger Ship,Passenger
8857655,General Cargo,Cargo
8322040,General Cargo,Passenger
9476496,Fishing Vessel,Fishing
9957505,Bulk Carrier,Cargo
8600349,Trawler,Fishing
9452103,Patrol Vessel,Law Enforce
8715003,Bulk Carrier,Cargo
7721885,General Cargo,Cargo
9829239,Fire Fighting Vessel,Tug
9387322,General Cargo,Cargo
8946030,Oil Products Tanker,Tanker
9583316,Multi Purpose Offshore Vessel,Other
8927876,Ro-Ro/Passenger Ship,Passenger
7616949,General Cargo,Cargo
8517815,Reefer,Cargo
9104146,Container Ship,Cargo
9504592,Container Ship,Cargo - Hazard A (Major)
9906386,Fishery Research Vessel,Fishing
8730089,Reefer,
9468449,LNG Tanker,Tanker - Hazard D (Recognizable)
8402890,Tug,Tug
8918796,General Cargo,Cargo
8826577,Reefer,Cargo
9820922,Container Ship,Cargo - Hazard A (Major)
9758870,Bulk Carrier,Cargo
9664689,General Cargo,Cargo
9749568,Vehicles Carrier,Cargo
1040930,Landing Craft,Cargo
7606279,Oil Products Tanker,Pilot Vessel
9418951,Asphalt/Bitumen Tanker,Tanker
9319325,Tug,
7394371,Bulk Carrier,Cargo
9636931,Multi Purpose Offshore Vessel,Reserved
7700843,General Cargo,Cargo
9795749,Ro-Ro/Passenger Ship,Passenger
9102485,General Cargo,Cargo
1000617,Yacht,Pleasure Craft
9424546,Heavy Lift Vessel,Cargo
7209265,Anchor Handling Vessel,Passenger
9855719,Tug,Tug
8413148,Multi Purpose Offshore Vessel,Cargo
9692648,Multi Purpose Offshore Vessel,Other
9368663,Trawler,Fishing
9424039,Oil/Chemical Tanker,Tanker - Hazard B
8431413,Fishing Vessel,Fishing
9312755,Container Ship,Cargo
8558120,General Cargo,Cargo
9362396,Container Ship,Cargo
9721891,Oil/Chemical Tanker,Tanker
9920928,Fish Carrier,Fishing
7394022,Trawler,Fishing
9424613,Bulk Carrier,Cargo
9228590,Oil/Chemical Tanker,Tanker
8910419,Container Ship,Cargo
9587386,Bulk Carrier,Cargo
8739035,Trawler,Fishing
9297292,Oil/Chemical Tanker,Tanker
8921602,Trawler,Fishing
9864954,LPG Tanker,Tanker
8906626,Replenishment Vessel,Military Ops
9265512,Bulk Carrier,Cargo
8825664,General Cargo,
9388247,Pilot Ship,Pilot Vessel
9517317,Ro-Ro/Passenger Ship,Passenger
4065216,Passenger Ship,Passenger
9942079,Bulk Carrier,Cargo
9862621,Bulk Carrier,Cargo
9370977,Bulk Carrier,Cargo
9131149,Crude Oil Tanker,Tanker
9524774,Oil/Chemical Tanker,Tanker - Hazard B
9965356,Container Ship,Cargo
9305582,Container Ship,Cargo
9917907,Fishing Vessel,Fishing
9167954,Fish Carrier,Cargo
1016800,Container Ship,Cargo
8626006,General Cargo,Cargo
9941441,LPG Tanker,Tanker
8940866,Fishing Vessel,Fishing
7324223,Research/Survey Vessel,
9869631,Oil Products Tanker,Tanker
9972294,Multi Purpose Offshore Vessel,Other
9012525,General Cargo,
9485461,General Cargo,Cargo
9573385,Multi Purpose Offshore Vessel,Other
9645114,Oil Products Tanker,Tanker
8797544,Passenger Ship,Passenger
9953523,LNG Tanker,Tanker
9277412,Container Ship,Cargo
8732996,Sailing Vessel,Pleasure Craft
9455662,Crude Oil Tanker,Tanker
9356335,Tug,Tug
9469560,Container Ship,Cargo - Hazard A (Major)
8009569,Floating Storage/Production,Other
9123611,Bulk Carrier,Cargo
9033359,Chemical Tanker,Tanker
9563419,Bulk Carrier,Cargo
9378462,Passenger Ship,Passenger
9109835,General Cargo,Cargo
9518359,Container Ship,Cargo
9976721,Bulk Carrier,Cargo
9197600,Pusher Tug,Tug
9421831,Bulk Carrier,Cargo
9935210,Container Ship,Cargo - Hazard D (Recognizable)
9710672,General Cargo,Cargo
9505546,General Cargo,Cargo
9219006,Tug,Local Vessel
9139907,Container Ship,Cargo
8801527,Oil Products Tanker,Tanker
9229532,Oil/Chemical Tanker,Tanker
9806043,Container Ship,Cargo
7827134,Multi Purpose Offshore Vessel,Dive Vessel
9230268,Oil/Chemical Tanker,Tanker
9997414,Tug,Tug
8317813,Bulk Carrier,Cargo
7928251,General Cargo,Cargo
9717371,Oil Products Tanker,Tanker
9879143,General Cargo,Cargo
9669811,Tug,Tug
9104457,Bulk Carrier,Cargo
9448865,LPG/Chemical Tanker,Tanker
9489883,Fire Fighting Vessel,Reserved
9282340,Fishing Vessel,Fishing
9003196,Container Ship,Cargo
9667356,Bulk Carrier,Cargo
1026221,Aggregates Carrier,Dredger
9336488,Chemical Tanker,Tanker
9601704,Oil Products Tanker,Tanker
9600803,Asphalt/Bitumen Tanker,Tanker
9306287,Container Ship,Cargo - Hazard A (Major)
9390458,Oil Products Tanker,Tanker
9310771,Bulk Carrier,Cargo
9057886,Tug,Tug
9019494,Ro-Ro/Passenger Ship,Passenger
9152521,Oil Products Tanker,Tanker
8802545,Trawler,
8635631,Inland Supply Vessel,Tug
9928736,Bulk Carrier,Cargo
7609192,General Cargo,Cargo
8712960,General Cargo,Cargo
8535350,Deck Cargo Ship,Other
9433523,Tug,
9891153,Motor Hopper,Other
9133020,General Cargo,Cargo
8325597,General Cargo,Cargo
8794712,Fishing Vessel,Fishing
7415010,Fishing Vessel,Pleasure Craft
9853905,Bulk Carrier,Cargo
9256913,Oil/Chemical Tanker,Tanker
9889538,Oil Products Tanker,Tanker
7388308,Trawler,Fishing
8346515,Tug,Tug
9434163,General Cargo,Cargo
9427342,Bulk Carrier,Cargo
9035838,Oil/Chemical Tanker,Tanker
8989666,Tug,Other
9179854,Ro-Ro/Container Carrier,Cargo
1039931,Bulk Carrier,Cargo
9996381,Hydrofoil,High Speed Craft
8616312,Reefer,Cargo
9522582,Chemical Tanker,Tanker
9943607,Container Ship,Cargo - Hazard A (Major)
9596076,Multi Purpose Offshore Vessel,Tug
9302322,Tug,Tug
9654880,LNG Tanker,Tanker - Hazard D (Recognizable)
1065992,Deck Cargo Ship,Cargo
9143398,General Cargo,Cargo
9192777,Oil/Chemical Tanker,Tanker - Hazard A (Major)
8770508,Offshore Supply Ship,Other
9044607,Container Ship,Cargo
9250361,General Cargo,Cargo
9039688,Crude Oil Tanker,Tanker
9374454,Container Ship,Cargo
8652897,Aggregates Carrier,Cargo
9511337,Bulk Carrier,Cargo
8317277,Bulk Carrier,Cargo
9340403,Work Vessel,Other
9416044,Oil/Chemical Tanker,Tanker
8544480,Motor Hopper,Other
9871282,Ro-Ro/Passenger Ship,Passenger
8776356,Fishing Vessel,Other
9718375,Bulk Carrier,Cargo
9236808,Tug,Tug
9550931,General Cargo,Cargo
9760615,Container Ship,Cargo
9330496,Container Ship,Cargo - Hazard B
7113179,Multi Purpose Offshore Vessel,Other
9397262,Bulk Carrier,Cargo
9406037,Bulk Carrier,Cargo
7643930,Fishing Vessel,Fishing
9537135,Tug,Tug
7385253,Fishing Vessel,Fishing
9275969,Oil Products Tanker,Tanker
9938858,Fishing Vessel,Fishing
9709099,Landing Craft,Other
9708942,Bulk Carrier,Cargo
9823211,Research/Survey Vessel,Law Enforce
1043281,Container Ship,Cargo
9291298,Chemical Tanker,Tanker
9156515,Passenger Ship,Passenger
9793545,Passenger Ship,Passenger
8881436,Fish Factory,Fishing
9397418,Research/Survey Vessel,Other
7203912,"Inland, Unknown",Other
9336490,Oil Products Tanker,Tanker
9731456,Bulk Carrier,Cargo
9853151,General Cargo,Cargo
9712383,Container Ship,Cargo - Hazard C (Minor)
9737694,Bulk Carrier,Cargo
9486427,Bulk Carrier,Cargo
9036507,Obo Carrier,Cargo
7503506,Oil/Chemical Tanker,Tanker
9374167,Bulk Carrier,Cargo
7404516,General Cargo,Cargo
7806300,Fishing Vessel,Fishing
9328302,Multi Purpose Offshore Vessel,Sailing Vessel
9694696,Bulk Carrier,Cargo
9476862,Multi Purpose Offshore Vessel,Tug
9793363,Multi Purpose Offshore Vessel,Wing In Grnd
9113446,Container Ship,Cargo
9783942,Crude Oil Tanker,Tanker
1021087,Container Ship,Cargo - Hazard A (Major)
9370707,Oil/Chemical Tanker,Tanker
9675638,Bulk Carrier,Cargo
9975246,Container Ship,Cargo
9690872,Multi Purpose Offshore Vessel,Other
8619819,Trawler,Fishing
8671855,Bulk Carrier,Cargo
9519951,Crew Boat,Fishing
9232072,Container Ship,Cargo
9323388,Oil/Chemical Tanker,Tanker
9774290,Bulk Carrier,Cargo
1010894,Yacht,Other
9274525,Crude Oil Tanker,Tanker
9344679,Container Ship,Cargo
9804100,Research/Survey Vessel,Reserved
9382712,Crude Oil Tanker,Tanker
9810551,LNG Tanker,Tanker
9084310,General Cargo,Cargo
8624917,General Cargo,Tanker
1108548,Tug,Tug
9749362,Oil/Chemical Tanker,Tanker
9850484,Ro-Ro/Passenger Ship,Passenger
9016870,Oil/Chemical Tanker,Tanker
9733959,Crude Oil Tanker,Tanker
7322471,Reefer,Cargo
5054343,Passenger Ship,Medical Trans
8515776,General Cargo,Cargo
9964429,Heavy Lift Vessel,Cargo
9694397,LPG/Chemical Tanker,Tanker
8602347,General Cargo,Cargo
9390252,Container Ship,Cargo
1073561,Passenger/Cargo Ship,Passenger
7534555,Ro-Ro/Passenger Ship,Passenger
8617029,Oil/Chemical Tanker,Tanker
8323800,Tug,Tug
7628265,General Cargo,Cargo
8866694,General Cargo,Cargo
9564827,Tug,Tug
9931343,Crude Oil Tanker,Tanker
8209652,Oil/Chemical Tanker,Wing In Grnd
9572824,Tug,Tug
9174622,Oil/Chemical Tanker,Tanker - Hazard B
9323182,General Cargo,
9041069,Crude Oil Tanker,Tanker
9987586,Container Ship,Cargo
9005613,Oil Products Tanker,Tanker
9991501,Bulk Carrier,Cargo
9454072,Tug,Tug
9192741,Oil/Chemical Tanker,Tanker
7529330,General Cargo,Cargo
9647851,Landing Craft,Cargo
7418880,Drill Ship,Other
9459709,Oil Products Tanker,Tanker
9858046,Crude Oil Tanker,Tanker
8817758,Oil Products Tanker,
7627924,General Cargo,Cargo
8911607,Reefer,Cargo
9799939,Bulk Carrier,Cargo
9241736,Fishing Vessel,Tug
1016537,Ro-Ro/Passenger Ship,Passenger
9605891,General Cargo,Cargo
9085584,Bulk Carrier,Cargo
8737386,Hopper Dredger,Other
9701578,Oil Products Tanker,Tanker
9021825,Trawler,Fishing
8858439,General Cargo,Cargo
1117135,Bulk Carrier,Cargo
9311725,Oil Products Tanker,Tanker
9441855,Oil Products Tanker,Tanker
9688051,Multi Purpose Offshore Vessel,Local Vessel
9130470,Oil Products Tanker,Tanker
8225917,Multi Purpose Offshore Vessel,Dive Vessel
9997311,Multi Purpose Offshore Vessel,Passenger
9912256,Crude Oil Tanker,Tanker
7709033,Ro-Ro/Passenger Ship,Passenger
9705598,Crew Boat,Passenger
9800049,Oil/Chemical Tanker,Tanker
9059169,Suction Dredger,Other
9525302,Container Ship,Cargo - Hazard A (Major)
8848563,General Cargo,Cargo
9350513,Work Vessel,Other
7520140,Bulk Carrier,Cargo
9149574,Container Ship,Cargo
9759410,Tender,High Speed Craft
8301113,Multi Purpose Offshore Vessel,Tug
9575618,Multi Purpose Offshore Vessel,Other
9665293,Oil Products Tanker,Tanker
9074482,Bulk Carrier,Cargo
9709843,Fishing Vessel,Fishing
8905933,Container Ship,Cargo
7947477,Research/Survey Vessel,Fishing
8103626,Bulk Carrier,Cargo
9309186,Passenger Ship,Passenger
8500692,Passenger Ship,Sailing Vessel
9793844,Bulk Carrier,Cargo
8605507,Passenger Ship,
7712585,Other,Other
1157965,Passenger Ship,Passenger
8906145,Tug,Tug
9568586,Bulk Carrier,Cargo
9803998,Oil/Chemical Tanker,Tanker
9326330,Bulk Carrier,Cargo
9009839,Chemical Tanker,Tanker
8681628,Yacht,Other
9385350,Yacht,Pleasure Craft
9882657,Fishing Vessel,Fishing
9690145,LNG Tanker,Tanker - Hazard B
6402121,Passenger/Cargo Ship,Cargo
9073880,General Cargo,Cargo
9493585,Bulk Carrier,Cargo
7394682,General Cargo,Cargo
9294989,Container Ship,Cargo - Hazard A (Major)
9162174,Ro-Ro/Passenger Ship,Passenger
8818960,Motor Hopper,Other
1012189,Yacht,Pleasure Craft
9518165,Bulk Carrier,Cargo
8978253,Multi Purpose Offshore Vessel,Passenger
9738064,Utility Vessel,Other
9836660,Container Ship,Cargo
9405760,"Inland, Motor Tanker, liquid cargo, type C",Tanker
9298131,Yacht,Pleasure Craft
7715290,Vehicles Carrier,Cargo
1099929,Tug,Tug
7740166,Tug,Tug
8818843,LPG Tanker,Tanker - Hazard B
9264051,Passenger Ship,Other
7400443,Cement Carrier,Cargo
9532288,Container Ship,Cargo - Hazard A (Major)
8714516,Trawler,Fishing
9323285,Trailing Suction Hopper Dredger,Dredger
9109756,Combat Vessel,Military Ops
9312418,Container Ship,Cargo - Hazard A (Major)
9175200,Oil Products Tanker,Tanker
9673836,Bulk Carrier,Cargo
7923691,Oil Products Tanker,Tanker
9940045,Chemical Tanker,Tanker
9403334,Oil Products Tanker,Tanker
9835812,Pusher Tug,Tug
9864710,Oil Products Tanker,Tanker
9250165,Oil/Chemical Tanker,Tanker
9508342,Ro-Ro/Passenger Ship,Passenger
9637246,Container Ship,Cargo
9973432,Fishing Vessel,Fishing
1108720,Bulk Carrier,Cargo
9787601,Hopper Dredger,Dredger
8211019,Vehicles Carrier,Cargo
9589384,Bulk Carrier,Cargo
8308719,Container Ship,Cargo
8504686,Container Ship,Cargo
9205897,Bulk Carrier,Cargo
9653252,Articulated Pusher Tug,Local Vessel
8217128,LPG Tanker,Wing In Grnd
7726354,Multi Purpose Offshore Vessel,Cargo - Hazard D (Recognizable)
9575644,Tug,Tug
8537047,Ro-Ro/Passenger Ship,Passenger
9783734,Crude Oil Tanker,Tanker
9969869,Container Ship,Cargo
8204444,Bulk Carrier,Cargo
8618267,Trawler,Fishing
8908870,Chemical Tanker,Tanker
9994723,Tug,Tug
9140190,General Cargo,Cargo
7104233,General Cargo,Cargo
8697017,Yacht,Pleasure Craft
7046481,Oil Products Tanker,Tanker
9066306,Fishing Vessel,Fishing
9670860,Tug,Tug
8788294,Fishing Vessel,Fishing
9427940,Vehicles Carrier,Cargo
9140566,Wood Chips Carrier,Cargo
8789482,Yacht,Other
8127830,Multi Purpose Offshore Vessel,Tug
9860893,Oil Products Tanker,Tanker
9288497,Bulk Carrier,Cargo
8678798,Multi Purpose Offshore Vessel,Tug
1053456,Bulk Carrier,Cargo
9318292,Trailing Suction Hopper Dredger,Dredger
9128697,Fishing Vessel,Fishing
9431800,Container Ship,Cargo - Hazard A (Major)
8516835,General Cargo,Cargo
8532140,Passenger Ship,Passenger
9109603,LPG Tanker,Tanker - Hazard D (Recognizable)
9942500,Oil/Chemical Tanker,Tanker
9273832,Oil/Chemical Tanker,Tanker
9969170,Bulk Carrier,Cargo
9220225,Bulk Carrier,Military Ops
9432452,General Cargo,Cargo
9351062,Oil/Chemical Tanker,Tanker
8214190,General Cargo,Cargo
9740471,Oil Products Tanker,Tanker
9894911,Work Vessel,Cargo
7350569,Ro-Ro/Passenger Ship,Cargo
9941427,Bulk Carrier,Cargo
1138335,Tug,Tug
8710297,Ro-Ro/Passenger Ship,Passenger
6415879,Oil Products Tanker,Tanker
5402863,Yacht,Pleasure Craft
8983210,Multi Purpose Offshore Vessel,Other
7435216,General Cargo,Cargo
9145815,Cement Carrier,Cargo
9077379,Bulk Carrier,Cargo
9038555,Passenger Ship,
7321403,Trawler,Fishing
9153733,Chemical Tanker,Tanker
9283083,Crew Boat,Passenger
9285586,Multi Purpose Offshore Vessel,Other
8411695,General Cargo,Cargo
9603702,Bulk Carrier,Cargo
1105015,Deck Cargo Ship,Cargo
9976305,General Cargo,Cargo
5278432,Passenger Ship,Other
8222549,Tug,Tug
7116793,General Cargo,Other
9144146,Container Ship,Cargo
8968208,Tug,Tug
8703268,General Cargo,Cargo
9203461,Container Ship,Cargo
1095961,Bulk Carrier,
9407249,Multi Purpose Offshore Vessel,Reserved
9993860,Oil/Chemical Tanker,Tanker
9598000,Anchor Handling Vessel,Tug
9810252,Container Ship,Cargo - Hazard A (Major)
9162497,Container Ship,Cargo
9912476,Chemical Tanker,Tanker
8650435,Work Vessel,Pleasure Craft
8705060,Exhibition Ship,Pleasure Craft
8973186,Multi Purpose Offshore Vessel,Passenger
7042069,General Cargo,Cargo
9233480,Bulk Carrier,Cargo
9225665,Container Ship,Cargo - Hazard A (Major)
5133979,General Cargo,Cargo
4734116,Patrol Vessel,Other
9303637,Work Vessel,Other
8731978,Tug,Tug
9821732,Tug,Tug
7505140,Tug,Tug
9663348,Bulk Carrier,Cargo
8011328,General Cargo,Cargo
9494046,Bulk Carrier,Cargo
1068956,Deck Cargo Ship,
9973808,Fishing Vessel,Fishing
1040813,Bulk Carrier,Cargo
9717137,Crude Oil Tanker,Tanker
9281592,General Cargo,Cargo
9528134,Oil/Chemical Tanker,Tanker
9365855,Container Ship,Cargo - Hazard A (Major)
9518799,Oil/Chemical Tanker,Tanker - Hazard C (Minor)
9193159,Patrol Vessel,Law Enforce
8908234,Reefer,Cargo
9257151,Fishing Vessel,Fishing
9224087,Tug,
9434319,Vehicles Carrier,Cargo
9711901,Bulk Carrier,Cargo
9967316,Container Ship,Cargo
8229066,Fishing Vessel,Fishing
9677923,Multi Purpose Offshore Vessel,Other
8918203,Bulk Carrier,Cargo
9820439,Chemical Tanker,Tanker - Hazard C (Minor)
7413347,General Cargo,Cargo
9509322,Yacht,Pleasure Craft
9783992,Oil Products Tanker,Tanker
9432658,Tug,Tug
5290911,Fish Factory,Fishing
9731303,Multi Purpose Offshore Vessel,High Speed Craft
9712254,Tug,Tug
9699804,Landing Craft,Cargo
8518302,Multi Purpose Offshore Vessel,Other
9662710,Ro-Ro/Passenger Ship,Passenger
8300949,Reefer,Cargo
5317305,Research/Survey Vessel,Other
9295373,Container Ship,Cargo - Hazard D (Recognizable)
9850769,Bulk Carrier,Cargo
8920268,General Cargo,Cargo
1102611,General Cargo,Cargo
7303994,Multi Purpose Offshore Vessel,Cargo
1102257,Oil Products Tanker,Tanker
9418470,General Cargo,Cargo
8727666,Trawler,Fishing
9051674,Oil/Chemical Tanker,
8407228,General Cargo,Cargo
1138828,Bulk Carrier,Pleasure Craft
9895020,Fishing Vessel,Fishing
9456769,Container Ship,Cargo - Hazard A (Major)
9070864,Pollution Control Vessel,Anti-Pollution
8318049,Container Ship,Cargo
7362859,Tug,Tug
9159220,Pusher Tug,Cargo
8222408,General Cargo,Cargo
9634828,Asphalt/Bitumen Tanker,Tanker - Hazard D (Recognizable)
9443619,Bulk Carrier,Cargo
8608133,Vehicles Carrier,Cargo
1116179,Deck Cargo Ship,Other
9801354,Patrol Vessel,Other
9333888,Fire Fighting Vessel,Tug
7205087,Tug,Tug
9452555,Bulk Carrier,Cargo
8217219,General Cargo,Cargo
7633844,Multi Purpose Offshore Vessel,Law Enforce
8819926,Reefer,Cargo
8733732,Fishing Vessel,Fishing
9432024,Inland Tanker,Tanker
9265718,Pusher Tug,Tug
1010088,Yacht,Pleasure Craft
9202429,Passenger Ship,Cargo
9753064,Multi Purpose Offshore Vessel,Tug
9990258,Vehicles Carrier,Cargo
7730848,General Cargo,Cargo
9327229,Tug,Tug
9033957,Tug,Tug
9434383,Bulk Carrier,Cargo
8647385,Fishing Vessel,Fishing
9159763,Reefer,Cargo
8211643,Tug,Tug
8310425,General Cargo,Cargo
9896153,Fishing Vessel,Fishing
9830898,Bunkering Tanker,Tanker
9948035,Tug,Tug
9328986,Passenger Ship,Passenger
9659725,LNG Tanker,Tanker - Hazard D (Recognizable)
9360582,Fire Fighting Vessel,Other
9117131,Container Ship,Cargo
9130822,Fishing Vessel,Fishing
9644847,Tug,Tug
9320415,Multi Purpose Offshore Vessel,Cargo
1045813,Bulk Carrier,Cargo
9832884,Fishing Vessel,Fishing
8919738,Mooring Vessel,Tug
1110436,General Cargo,Cargo
9028471,Trawler,Fishing
9873292,Ro-Ro/Passenger Ship,Passenger
9256391,Container Ship,Cargo
8422008,Oil/Chemical Tanker,Tanker
9405722,Tug,Cargo
9523017,Container Ship,Cargo - Hazard C (Minor)
9452206,Landing Craft,Cargo
9648049,Waste Disposal Vessel,Tanker
9222302,Container Ship,Cargo - Hazard A (Major)
9793911,Container Ship,Cargo
8684838,Fishing Vessel,Fishing
1064821,General Cargo,Cargo
9354038,Multi Purpose Offshore Vessel,Other
1015428,Bulk Carrier,Cargo
9537082,Tug,Other
9092680,Oil Products Tanker,Tanker - Hazard B
1103562,Deck Cargo Ship,Cargo
7019775,Oil/Chemical Tanker,Tanker
1042457,General Cargo,Cargo
9688221,Bulk Carrier,Cargo
7626853,Multi Purpose Offshore Vessel,Tug
9871218,Deck Cargo Ship,Cargo
9674830,Fishing Vessel,Fishing
9887803,Crude Oil Tanker,Tanker
9356775,Bulk Carrier,Cargo
9387798,Bulk Carrier,Cargo
7118117,General Cargo,Cargo
9290842,Bulk Carrier,Cargo
9672789,Bulk Carrier,Cargo
9626742,Bulk Carrier,Cargo
9096595,Passenger Ship,Passenger
1076434,Tug,Tug
6413560,Pipelay Crane Vessel,Cargo
9699658,Fishing Vessel,Fishing
9132791,LNG Tanker,Tanker
9652428,Tug,Tug
9386342,Yacht,Pleasure Craft
9240457,Container Ship,Cargo
9442471,Bulk Carrier,Cargo
9368792,LPG/Chemical Tanker,Tanker
9499199,Tug,Tug
9479694,Tug/Supply Vessel,Tug
9537109,Oil Products Tanker,Tanker - Hazard C (Minor)
9438444,Oil/Chemical Tanker,Tanker
9396995,Trawler,Fishing
9538309,Asphalt/Bitumen Tanker,Tanker
9040558,Fishing Vessel,Law Enforce
9079303,Chemical Tanker,Cargo
9432232,Container Ship,Cargo - Hazard C (Minor)
9843015,General Cargo,Cargo
8900701,Hopper Dredger,Other
8119041,Multi Purpose Offshore Vessel,Tug
1155814,Fishing Vessel,Fishing
9703332,Crude Oil Tanker,Tanker
9573921,Bulk Carrier,Cargo
9610200,Bulk Carrier,Cargo
8316273,Bulk Carrier,Cargo
8897930,Yacht,Passenger
8619039,Trawler,Tug
9920796,Research/Survey Vessel,Sailing Vessel
7627223,Reefer,Other
9410442,Bulk Carrier,Cargo
9559793,General Cargo,Cargo
9498975,Oil/Chemical Tanker,Tanker
8943545,Work Vessel,Other
9708904,Bulk Carrier,Cargo
1072828,General Cargo,Cargo
9109225,Tug,Tug
8877411,Tug,Cargo
9610676,Bulk Carrier,Cargo
9495870,Oil Products Tanker,Tanker
7228481,Ro-Ro/Passenger Ship,Passenger
9719563,Bulk Carrier,Cargo
9159749,Bulk Carrier,Cargo
1016666,Container Ship,Cargo
9699593,Fishing Vessel,Fishing
9486908,Crude Oil Tanker,Tanker
8832045,Motor Hopper,Cargo
9210983,Fire Fighting Vessel,Tug
9627497,LNG Tanker,Tanker
9928140,Tug,Tug
7806063,Passenger Ship,Passenger
8800107,Bulk Carrier,Fishing
9268887,General Cargo,Cargo
8541270,General Cargo,Cargo
9366603,Tug,Tug
8503694,Ro-Ro/Passenger Ship,Passenger
9594212,Multi Purpose Offshore Vessel,Local Vessel
9016430,General Cargo,Cargo
1028384,Crude Oil Tanker,Tanker
9172791,Ro-Ro/Passenger Ship,Passenger
9165970,Multi Purpose Offshore Vessel,Other
8909458,General Cargo,Cargo
9123398,Bulk Carrier,Cargo
9976020,Unspecified,
9830068,Bulk Carrier,Cargo
7711488,General Cargo,Other
7361233,Container Ship,Cargo
9403578,Multi Purpose Offshore Vessel,Tug
8003931,General Cargo,Cargo
9614995,Bulk Carrier,Cargo
1021166,Fishing Vessel,Fishing
9799276,Multi Purpose Offshore Vessel,Tug
8417869,Tug,SAR
9380374,Oil/Chemical Tanker,Tanker
9908499,Bulk Carrier,Cargo
8323331,Fishing Vessel,Fishing
9819844,Crude Oil Tanker,Tanker
9460186,Bulk Carrier,Cargo
9198642,General Cargo,Cargo
9673563,Bulk Carrier,Cargo
9326392,Bulk Carrier,Cargo
9357315,Vehicles Carrier,Cargo
9837597,Crude Oil Tanker,Tanker
9443944,Multi Purpose Offshore Vessel,Other
7607211,General Cargo,
8609046,Tug,Tug
9723904,Bulk Carrier,Cargo
8887765,General Cargo,Cargo
9564140,Bulk Carrier,Cargo
9833175,Passenger Ship,Passenger
8676908,Fishing Vessel,Fishing
9373503,General Cargo,Cargo
9889277,Bulk Carrier,Cargo
7626542,Chemical Tanker,Tanker
9865879,Container Ship,Cargo
9259290,Oil/Chemical Tanker,Tanker
9576064,Research/Survey Vessel,Other
9421776,Multi Purpose Offshore Vessel,Other
9155559,Buoy-Laying Vessel,Law Enforce
9623544,Bulk Carrier,Cargo
7215654,Fishing Vessel,Fishing
9470222,Oil Products Tanker,Tanker
9306043,Tug,Tug
8657146,Fishing Vessel,Fishing
9605932,Passenger Ship,Pleasure Craft
9822463,Tug,Tug
7015511,Tug,Tug
8771679,Drill Barge,
8037657,Multi Purpose Offshore Vessel,Reserved
9241530,General Cargo,Cargo
8945115,Passenger/Cargo Ship,Passenger
7042291,General Cargo,Cargo
8126812,General Cargo,Cargo
9556741,Oil/Chemical Tanker,Tanker - Hazard B
9153094,Bulk Carrier,Cargo
9878400,Deck Cargo Ship,Cargo - Hazard D (Recognizable)
9876658,General Cargo,Cargo
8986315,Tug,Tug
9912787,Oil Products Tanker,Tanker
9677246,General Cargo,Cargo
8111350,Fishing Vessel,Fishing
9930947,Container Ship,Cargo - Hazard D (Recognizable)
9144249,Research/Survey Vessel,Other
9912464,Landing Craft,Other
9771901,Fishing Vessel,Tug
8897629,Container Ship,Cargo
9339131,Work Vessel,Tug
8605208,Bulk Carrier,Cardinal Mark N
9397822,Multi Purpose Offshore Vessel,Other
8531392,General Cargo,Cargo
9392676,General Cargo,Cargo
9144500,Bulk Carrier,Cargo
8887349,Motor Hopper,
8523137,Logistics Naval Vessel,Tanker
9173680,Multi Purpose Offshore Vessel,Tanker
8956724,Passenger Ship,Pleasure Craft
9918925,Chemical Tanker,Tanker - Hazard C (Minor)
1090105,Tug,Tug
8341929,Yacht,Pleasure Craft
9296444,General Cargo,Cargo
9316543,Oil Products Tanker,Tanker - Hazard C (Minor)
1074022,Oil Products Tanker,Tanker
9657478,Oil/Chemical Tanker,Tanker
9527403,Oil Products Tanker,Tanker
9016404,General Cargo,Cargo
9479890,Bulk Carrier,Cargo
7105146,Research/Survey Vessel,Dredger
9740067,Bulk Carrier,Cargo
9651553,Bulk Carrier,Cargo
8550116,Fishing Vessel,Fishing
8940220,Fishing Vessel,Fishing
7716842,Multi Purpose Offshore Vessel,Cargo
8914910,General Cargo,Cargo
9974553,Container Ship,Cargo
8891998,Oil Products Tanker,Tanker
9294939,"Inland, Passenger Ship, Ferry, Cruise ship",Wing In Grnd
8410421,Tug,Tug
8560173,Bulk Carrier,Cargo
9432799,Passenger Ship,Passenger
5432820,Passenger Ship,Passenger
1036733,Deck Cargo Ship,Cargo
9707041,Yacht,Pleasure Craft
1073092,General Cargo,Cargo
1023645,LNG Tanker,Tanker
1085083,Bulk Carrier,Cargo
9815006,Ro-Ro/Passenger Ship,Passenger
8840896,General Cargo,Cargo
9473626,Container Ship,Cargo - Hazard A (Major)
8029105,Oil Products Tanker,Passenger
