seaport_id,seaport_name,country_id,latitude,longitude
EEVSK,Vasknarva Reisisadam,EE,59.0167,27.7333
EEVKS,Vasknarva Sadam,EE,59.0,27.7333
EEVUS,Vasknarva Uussadam,EE,59.0167,27.7333
EEVEE,Veere,EE,58.4667,22.05
EEVVM,Veere Vanasadam,EE,58.4667,22.05
EEVEB,Vene-Balti,EE,59.45,24.65
EEVER,Vergi,EE,58.6,26.1
EEVIN,Viinistu Sadam,EE,59.65,25.75
EEVIK,Vikati Sadam,EE,58.3667,21.8667
EEVIR,Virtsu,EE,58.5833,23.5167
EEVIS,Virtsu Kalasadam,EE,58.5833,23.5167
EEVVS,Virtsu Vanasadam,EE,58.5833,23.5667
EEVDU,Voidu,EE,58.3167,24.0167
EEVOI,Voiste,EE,58.2167,24.4667
EEVOP,Voopsu,EE,58.0833,27.55
EEVRK,Vorkaia,EE,58.6833,23.2
EEVOS,Vosu,EE,59.5833,25.9667
EEWST,Westmeri,EE,58.9667,23.5167
EEWJS,Westmeri Jahisadam,EE,58.9667,23.5333
EEAAD,Aadamiansu,EE,59.65,25.68333
EEAAK,Aa,EE,59.43333,27.15
EEABA,Abaja,EE,58.36667,22.01667
EEABU,Abula,EE,58.43333,22.11667
EEADK,Ado-Kusta,EE,59.61667,25.78333
EEADP,Ado-Peetri,EE,59.61667,25.76667
EEADS,Andrese,EE,58.26667,26.15
EEAHU,Ahunapalu,EE,58.33333,27.28333
EEAJA,Altja,EE,59.58333,26.11667
EEAJT,Ajaotsa,EE,59.56667,25.65
EEAJV,Aljava,EE,58.55,23.18333
EEALG,Ala-Vagula,EE,57.83333,26.93333
EEALI,Alliklepa,EE,59.28333,23.8
EEALK,Alliku,EE,58.23333,25.98333
EEALL,Alla,EE,58.41667,23.11667
EEALS,Alajoe Saare kinnistu,EE,59.01667,27.43333
EEALV,Alliku,EE,58.36667,25.96667
EEALX,Aleksandri,EE,59.6,25.5
EEAMP,All-Mannipollu,EE,59.6,25.78333
EEANA,Anenina,EE,58.65,23.13333
EEANE,Andineeme,EE,59.5,25.46667
EEANK,Ansekula,EE,58.1,22.23333
EEAOL,Altja oja lauter,EE,59.6,26.13333
EEARJ,Arali,EE,58.31667,26.15
EEARM,Arumetsa,EE,58.06667,24.48333
EEARR,Arali,EE,58.15,26.08333
EEARS,Arusoo,EE,59.51667,25.5
EEASR,Audjassaare,EE,58.03333,27.58333
EEASU,Asuka,EE,58.58333,22.46667
EEATK,Andruse talu lautrikoht,EE,58.85,23.06667
EEATO,Alttoa,EE,59.55,25.55
EEAUL,Aru lauter,EE,58.76667,23.85
EEAYY,Avanina talu,EE,58.51667,23.63333
EEBER,Beresje,EE,58.08333,27.58333
EEBET,Beti,EE,58.13333,24.01667
EEBOR,Borrby,EE,59.03333,23.23333
EEBTO,Betoneks,EE,59.0,23.63333
EEDIY,Diby,EE,59.03333,23.3
EEEHA,Eha,EE,58.18333,26.08333
EEEIY,Einby,EE,59.01667,23.41667
EEEJM,Ermistu jarvemajand,EE,58.35,24.0
EEEKI,Ermistu-Kihnu,EE,58.36667,24.0
EEELB,Elbiku,EE,59.15,23.51667
EEELD,Elda,EE,58.595272,25.013607
EEELI,Elistvere,EE,58.56667,26.7
EEEMM,Emma,EE,59.65,25.76667
EEEPU,Epu,EE,58.18333,26.08333
EEERD,Mardianni,EE,58.1,26.08333
EEERH,Ero-Hansu,EE,59.56667,25.85
EEERU,Eru,EE,59.56667,25.85
EEESA,Ermistu-Sarapuu,EE,58.35,24.0
EEEYA,Einby-Kalamehe,EE,59.01667,23.45
EEEYR,Einby-Kruusaaugu,EE,59.01667,23.41667
EEFKU,Karla,EE,58.33333,22.25
EEFRY,Forby,EE,59.0,23.15
EEFUR,Furtsellaaria kai,EE,58.78333,22.76667
EEHAE,Haeska,EE,58.78333,23.66667
EEHAL,Harilaiu lauter,EE,58.96667,23.08333
EEHBS,Hobesalu paadisadam,EE,58.51667,23.66667
EEHBY,Hosby,EE,58.98333,23.35
EEHDI,Haldi,EE,58.8,22.45
EEHDJ,Haademeeste joe lauter,EE,58.08333,24.48333
EEHDM,Haademeeste,EE,58.06667,24.48333
EEHER,Hermani,EE,58.33333,26.16667
EEHIN,Hindaste,EE,59.11667,23.85
EEHIR,Hirmuste lautrikoht,EE,58.93333,22.13333
EEHKS,Haapsalu kalasadam,EE,58.96667,23.51667
EEHLK,Hausma lautrikoht,EE,59.0,22.8
EEHLM,Hallimae,EE,58.25,26.15
EEHLP,Hobulaiu paadisadam,EE,58.93333,23.38333
EEHMA,Hellamaa lautrikoht,EE,58.95,22.93333
EEHMS,Heinamaasaare lautrikoht,EE,59.01667,22.53333
EEHNS,Hansu,EE,59.65,25.75
EEHOL,Holmi,EE,59.55,24.8
EEHOT,Hobulaiu louna tulepaak,EE,58.93333,23.38333
EEHRM,Harma,EE,58.11667,26.1
EEHSE,Haapse,EE,59.5,25.31667
EEHSL,Haaslava,EE,58.33333,26.8
EEHUL,Hullo,EE,58.98333,23.23333
EEHUS,Haapsalu uussadam,EE,58.96667,23.51667
EEHVS,Haapsalu vanasadam,EE,58.95,23.53333
EEHYA,Hara,EE,59.58333,25.61667
EEHYE,Heina,EE,59.55,24.8
EEIHS,Ihasalu,EE,59.51667,25.18333
EEIKL,Ikla,EE,57.88333,24.35
EEILI,Ilmari,EE,58.31667,26.15
EEILM,Ilmatsalu,EE,58.38333,26.56667
EEJAB,Jabara kula,EE,59.43333,27.06667
EEJAN,Jaani,EE,58.61667,22.91667
EEJAP,Japsi Kalasadam,EE,58.383,24.483
EEJAU,Jausa,EE,58.75,22.7
EEJES,Rannu-Joesuu,EE,58.38333,26.13333
EEJGE,Jogela,EE,58.25,22.0
EEJGM,Jaagomae,EE,59.5,25.06667
EEJGR,Jaaguranna lauter,EE,58.28333,24.05
EEJGU,Jaagu,EE,59.48333,25.1
EEJMJ,Jamaja,EE,59.38333,24.2
EEJNT,Jaani tee,EE,58.36667,25.96667
EEJOI,Joiste,EE,58.6,22.76667
EEJPG,Jarvere Pargi,EE,57.85,26.86667
EEJPK,Jarve,EE,58.1,26.06667
EEJPR,Joepera,EE,58.26667,27.43333
EEJRA,Joeranna,EE,58.96667,22.48333
EEJRE,Jaagusaare paadisadam,EE,58.45,23.68333
EEJRR,Jarvere,EE,57.85,26.88333
EEJRV,Jarvekula,EE,58.33333,26.15
EEJSP,Jugassaare paadisadam,EE,58.8,23.46667
EEJSV,Joesuu,EE,58.08333,26.06667
EEJUB,Juba,EE,57.83333,26.91667
EEJUM,Juminda,EE,59.63333,25.5
EEJVL,Jarvela,EE,58.1,26.08333
EEJYA,Jaagarahu,EE,58.4,21.96667
EEJYE,Jarveaare,EE,58.55,26.63333
EEJYR,Jurimardi,EE,58.5,27.23333
EEKAA,Kolga-Aabla lauter,EE,59.56667,25.53333
EEKAI,Kaiavere,EE,58.6,26.68333
EEKAJ,Kajaka kanal,EE,58.76667,22.7
EEKAR,Karala,EE,58.26667,21.86667
EEKAT,Katariina kai,EE,59.46667,24.73333
EEKBI,Kabina,EE,58.35,26.85
EEKBL,Kabli,EE,58.0,24.43333
EEKBR,Kabriste,EE,58.35,24.28333
EEKBU,Keiburanna,EE,59.25,23.75
EEKBV,Kibuvitsa,EE,59.5,24.91667
EEKDE,Kaldapealse,EE,59.58333,25.78333
EEKDK,Kudrukula,EE,59.45,28.1
EEKDP,Kiduspe,EE,58.88333,22.26667
EEKDT,Kadastiku,EE,58.43333,23.13333
EEKDV,Kiideva,EE,58.76667,23.55
EEKEM,Kuremaa,EE,58.73333,26.53333
EEKEO,Kassariotsa paadisadam,EE,58.78333,22.85
EEKES,Kaleste lautrikoht,EE,58.9,22.13333
EEKEY,Keskula,EE,59.65,25.75
EEKGA,Kollinga sadam,EE,58.5,21.91667
EEKGM,Kaugatoma,EE,58.13333,22.2
EEKHI,Kehila,EE,58.41667,22.1
EEKHL,Kahala,EE,59.48333,25.55
EEKHV,MTU Hiiumaa Vetelpaaste Kardla sada,EE,59.0,22.75
EEKIH,Kihelkonna,EE,58.36667,22.01667
EEKIK,Kikassaare,EE,58.38333,27.1
EEKIN,Kingu,EE,59.58333,25.78333
EEKIR,Kirsimae,EE,58.3,24.28333
EEKIT,Kitsa,EE,58.78333,22.46667
EEKIV,Kivi,EE,58.23333,25.98333
EEKJL,Kunda joge lossimiskoht,EE,59.51667,26.53333
EEKJO,Keila-Joa,EE,59.4,24.28333
EEKJP,Keila-Joesuu paadisadam,EE,59.4,24.28333
EEKKA,Kadapiku-Mardi,EE,59.56667,25.53333
EEKKI,Kauksi,EE,58.98333,27.2
EEKKJ,Korkja,EE,58.4,26.06667
EEKKK,Kiviloppe kalakaitsekordon,EE,58.21667,25.98333
EEKKN,Kesknomme Jahisadam,EE,58.43333,22.06667
EEKKV,Korkvere,EE,58.5,23.23333
EEKLA,Kallasmaa,EE,58.46667,22.11667
EEKLB,Kalbuse,EE,58.28333,25.93333
EEKLH,Kalde,EE,59.63333,25.76667
EEKLI,Kalli,EE,58.38333,27.25
EEKLM,Kalmakula,EE,58.9,26.98333
EEKLO,Kloogaranna,EE,59.35,24.25
EEKLS,Kloostri,EE,58.75,23.81667
EEKLU,Kaluri,EE,58.26667,25.96667
EEKLY,Kalamehe,EE,59.56667,25.63333
EEKMA,Kirimae,EE,58.96667,23.65
EEKMS,Kuimetsa,EE,58.4,25.96667
EEKMU,Keemu,EE,58.75,23.66667
EEKNN,Kannistiku,EE,58.2,26.1
EEKNR,Kanguri,EE,58.38333,25.96667
EEKNS,Koljunuki,EE,59.5,25.08333
EEKOA,Kodavere,EE,58.7,27.15
EEKOE,Koolimae,EE,59.61667,26.01667
EEKOO,Kooviranna,EE,58.23333,22.01667
EEKOR,Koovi,EE,58.21667,22.03333
EEKOU,Kadaka oja lauter,EE,58.05,24.46667
EEKPH,Kostiranna-Pihkla,EE,59.48333,25.1
EEKPL,Kurbapere lautrikoht,EE,58.81667,22.45
EEKPS,Koipsi,EE,59.55,25.26667
EEKPT,Kaasikupeetri,EE,59.56667,25.83333
EEKRA,Kiviranna,EE,59.61667,25.78333
EEKRC,Kruusimae,EE,59.51667,25.5
EEKRD,Kardani,EE,59.61667,25.68333
EEKRE,Karuste,EE,57.93333,22.0
EEKRI,Kari I,EE,59.58333,25.61667
EEKRJ,Karjamaa,EE,59.0,27.48333
EEKRM,Karineeme,EE,59.5,25.06667
EEKRN,Kaandaranna,EE,58.5,22.13333
EEKRO,Kukeranna,EE,58.66667,23.5
EEKRP,Kruusi,EE,59.26667,23.75
EEKRS,Kersalu,EE,59.35,24.2
EEKRT,Koruste,EE,58.13333,26.08333
EEKRV,Kraaviotsa,EE,58.55,26.63333
EEKRY,Koruse,EE,58.45,21.91667
EEKSI,Kaasiku,EE,58.11667,26.06667
EEKSK,Kassari kalasadam,EE,58.78333,22.85
EEKSL,Kersleti,EE,59.05,23.16667
EEKSM,Kasmu,EE,59.6,25.91667
EEKSO,Keskuse,EE,59.0,23.63333
EEKSR,Keri saar,EE,59.7,25.01667
EEKSS,Kiirassaare,EE,58.35,22.0
EEKST,Kasti,EE,58.25,22.63333
EEKSU,Kasesalu,EE,58.18333,26.1
EEKSV,Koosa,EE,58.53333,27.08333
EEKSY,Kuuse,EE,58.23333,22.38333
EEKTA,Kivikari talu lauter,EE,59.51667,26.71667
EEKTD,Kalurite sadam,EE,58.13333,24.01667
EEKTI,Kalmetimae,EE,58.18333,26.1
EEKTL,Kaasiku talu lauter,EE,59.51667,26.73333
EEKTN,Kotlandi,EE,58.2,22.05
EEKTP,Kata talu paadisadam,EE,58.8,22.76667
EEKTR,Kastre,EE,58.38333,27.08333
EEKTS,Katase,EE,59.0,27.38333
EEKTT,Kootsaare lautrikoht,EE,59.01667,22.48333
EEKTU,Kalda talu lauter,EE,58.83333,22.93333
EEKTY,Katri,EE,58.25,21.95
EEKUD,Kuremaa Udu,EE,58.7,26.56667
EEKUK,Kukka lautrikoht,EE,58.98333,22.86667
EEKUM,Kuusnomme,EE,58.31667,21.95
EEKUN,Kunda,EE,59.5,26.53333
EEKUO,Kullisoo,EE,58.41667,26.03333
EEKUS,Kuldaste,EE,59.65,25.5
EEKUT,Kuusikuotsa,EE,58.18333,26.1
EEKVA,Kalda,EE,58.2,26.0
EEKVE,Karevere,EE,58.41667,26.5
EEKVK,Korvekula,EE,58.43333,25.98333
EEKVL,Kaunissaare veehoidla lauter,EE,59.3,25.36667
EEKVN,Kivineeme,EE,59.56667,24.8
EEKVP,Kiviloppe paadisadam,EE,58.23333,25.98333
EEKVS,Kavastu,EE,58.38333,27.1
EEKVT,Kaiavere tuuleveski,EE,58.58333,26.7
EEKVU,Kuivarahu,EE,58.86667,23.4
EEKVV,Kuremaa valjavool,EE,58.7,26.58333
EEKYA,Kaarlijarve,EE,58.28333,26.13333
EEKYB,Kubassaare,EE,58.43333,23.3
EEKYC,Kadapiku,EE,59.58333,25.61667
EEKYD,Kudema,EE,58.48333,22.28333
EEKYF,Kasispea,EE,59.58333,25.78333
EEKYG,Keeri,EE,58.33333,26.48333
EEKYH,Kunturi,EE,59.61667,25.7
EEKYI,Kurekari,EE,59.56667,24.8
EEKYJ,Kuru,EE,59.0,27.28333
EEKYK,Kukita,EE,58.81667,26.95
EEKYL,Kulaotsa,EE,59.53333,25.55
EEKYR,Kase,EE,58.08333,26.06667
EEKYS,Kulasadama,EE,58.51667,22.3
EEKYT,Kardla Svertpaadisadam,EE,59.0,22.75
EEKYV,Kabelikari,EE,59.56667,24.8
EEKYY,Kulakula rand,EE,58.78333,22.48333
EELAH,Laheda,EE,59.38333,24.2
EELAS,Lassi,EE,58.15,22.2
EELBI,Lobi,EE,59.61667,25.96667
EELBL,Loobu joe lauter,EE,59.56667,25.8
EELBN,Lobineem,EE,59.63333,25.96667
EELBR,Labara,EE,57.93333,22.1
EELBT,Luubnitsa,EE,58.06667,27.6
EELDJ,Luidja,EE,58.93333,22.4
EELDK,Loskini,EE,58.2,26.1
EELDM,Lindmetsa,EE,58.06667,22.08333
EELDN,Laidunina,EE,58.13333,22.26667
EELDO,Loode oja lauter,EE,57.95,24.4
EELDR,Lindre,EE,58.35,26.16667
EELDS,Laiduse,EE,58.4,23.06667
EELDU,Laidu,EE,58.8,22.75
EELDV,Laidevahe,EE,58.3,22.86667
EELEB,Labuna,EE,58.16667,22.15
EELEE,Leesi,EE,59.6,25.5
EELEM,Lemsi,EE,58.13333,24.01667
EELEO,Leeotsa,EE,59.58333,25.78333
EELET,Letipea,EE,59.55,26.61667
EELGU,Loigu,EE,59.53333,25.55
EELHG,Lahetaguse,EE,58.18333,22.08333
EELID,Laid,EE,58.23333,22.38333
EELIL,Lille,EE,59.0,23.45
EELJL,Loo joe lauter,EE,59.5,25.46667
EELKL,Loksa Kalurite lossimiskoht,EE,59.6,25.7
EELKR,Lakuranna,EE,58.5,22.23333
EELKT,Lahe,EE,59.51667,25.51667
EELKU,Loksa kula,EE,59.58333,25.73333
EELKY,Laokula,EE,59.33333,24.1
EELLI,Lalli,EE,58.63333,23.35
EELLK,Liivalauka,EE,58.71667,22.48333
EELLM,Laulasmaa,EE,59.38333,24.21667
EELLV,Lillevalja,EE,59.08333,23.53333
EELMB,Lembri,EE,58.08333,22.16667
EELME,Laomae,EE,58.83333,23.53333
EELMG,Limnoloogiakeskus,EE,58.2,26.1
EELMK,Lemmiku kael,EE,59.58333,24.76667
EELML,Lemmejoe lauter,EE,57.96667,24.41667
EELMP,Lahe,EE,58.55,23.28333
EELMS,Loimastu,EE,59.08333,22.61667
EELMT,Lemmetsa,EE,58.43333,24.38333
EELND,Lindamere lauter,EE,58.85,23.5
EELNE,Laine,EE,59.56667,25.85
EELNK,Linakula,EE,58.13333,23.96667
EELNM,Linnamae,EE,59.46667,25.15
EELNO,Laine,EE,58.4,25.98333
EELNP,Laine,EE,58.43333,27.23333
EELNS,Laaniste,EE,58.26667,27.13333
EELNU,Linnumae,EE,58.98333,22.76667
EELOB,Lobotka paadisadam,EE,57.96667,27.61667
EELOT,Laheotsa,EE,59.28333,24.05
EELOU,Lou,EE,58.08333,22.16667
EELPE,Lepispae,EE,59.58333,25.93333
EELPG,Lipingu,EE,58.3,26.13333
EELPR,Lahepere,EE,59.33333,24.21667
EELPV,Vana-Lepiku,EE,59.65,25.75
EELSI,Leisi joe lauter,EE,58.58333,22.66667
EELSN,Laossina,EE,58.03333,27.58333
EELSO,Laiasoone,EE,58.61667,23.51667
EELSU,Lohusuu,EE,58.95,27.05
EELTV,Leetsi,EE,58.4,24.4
EELUA,Luhaaare,EE,58.38333,26.11667
EELUH,Luhina,EE,58.43333,23.13333
EELUK,Louka,EE,59.61667,25.78333
EELUN,Luhaneeme,EE,58.31667,26.15
EELUR,Luksi rand,EE,59.11667,23.53333
EELUT,Luhtse,EE,58.5,22.3
EELVA,Liiva,EE,58.38333,24.53333
EELVJ,Loksa Valgejoe lossimiskoht,EE,59.58333,25.7
EELVK,Liivaku,EE,58.2,26.0
EELVN,Laevnina,EE,58.38333,22.95
EELVT,Liiva talu,EE,59.33333,24.2
EELYO,Lohu,EE,58.2,26.11667
EEMAD,Madise,EE,59.28333,24.1
EEMAE,Mae,EE,59.65,25.75
EEMAT,Matsalu,EE,58.73333,23.7
EEMBE,Maebe,EE,57.96667,22.15
EEMDL,Madalaht,EE,59.61667,25.9
EEMDS,Mudaste lautrikoht,EE,59.03333,22.55
EEMDV,Madise vaatetorn,EE,59.28333,24.11667
EEMEE,Meeksi,EE,58.23333,27.46667
EEMGP,Magipe lautrikoht,EE,58.93333,22.23333
EEMHA,Muha,EE,58.2,22.05
EEMHK,Mehikoorma,EE,58.23333,27.46667
EEMHR,Mardihansu Rannaliiva,EE,58.88333,22.4
EEMHS,Mardihansu Kustavi,EE,58.88333,22.4
EEMHV,Mihkli-V,EE,59.55,24.86667
EEMIA,Maria,EE,58.41667,23.11667
EEMID,Miiduranna,EE,59.5,24.81667
EEMII,Miinisadam,EE,59.45,24.71667
EEMJL,Mustoja joe lauter,EE,59.56667,26.18333
EEMKA,Mustoja,EE,59.56667,25.53333
EEMKK,Miku 3,EE,59.51667,25.18333
EEMKL,Manniku lautri,EE,58.53333,22.2
EEMKR,Murika rand,EE,58.61667,22.51667
EEMKS,Maksa,EE,58.38333,26.96667
EEMKT,Mikitamae,EE,58.0,27.61667
EEMKU,Miku,EE,59.65,25.71667
EEMLA,Maekalda,EE,58.43333,22.11667
EEMLD,Moldri,EE,58.16667,22.15
EEMLE,Malle,EE,58.38333,24.43333
EEMLG,Mulgi Rand,EE,58.33333,25.93333
EEMLK,Mangu lautrikoht,EE,59.03333,22.56667
EEMLP,Molgi paadisadam,EE,59.61667,25.01667
EEMLS,Mariliis,EE,59.65,25.76667
EEMLT,Maltsa,EE,58.18333,26.03333
EEMLU,Mullutu,EE,58.25,22.36667
EEMMA,Meremoisa,EE,59.4,24.26667
EEMMS,Meremetsa sadam,EE,58.4,24.4
EEMND,Mandjala,EE,58.21667,22.31667
EEMNJ,Manija,EE,58.21667,24.13333
EEMNK,Manniku karjaar,EE,59.35,24.7
EEMNU,Manniku,EE,58.78333,22.78333
EEMOH,Mohni,EE,59.68333,25.8
EEMOO,Moosi,EE,58.58333,22.76667
EEMOR,Moru,EE,58.2,26.0
EEMPI,Matsi-Saulepi paadisadam,EE,58.35,23.8
EEMPS,Maealuse paadisadam,EE,58.78333,22.85
EEMRE,Muraste,EE,59.46667,24.46667
EEMRJ,Muraja,EE,58.45,23.23333
EEMRK,Marksa,EE,58.3,24.26667
EEMRM,Merise,EE,58.5,22.15
EEMRP,Meerapalu,EE,58.38333,27.36667
EEMRR,Merirahu,EE,59.45,24.61667
EEMRT,Muriste,EE,58.51667,23.63333
EEMRY,Merikula,EE,59.41667,27.95
EEMSN,Mustana,EE,58.88333,22.15
EEMST,Mustla,EE,58.23333,25.86667
EEMTE,Metste talu,EE,58.53333,24.7
EEMTG,Maetaguse,EE,59.6,25.6
EEMTM,Maetamme,EE,58.55,23.3
EEMTP,Metsapoole,EE,57.91667,24.36667
EEMTS,Matsi,EE,58.36667,23.75
EEMTU,Matsu,EE,59.65,25.75
EEMUJ,Mujaste,EE,58.58333,22.76667
EEMUU,Muuga,EE,59.48333,24.93333
EEMVJ,Merivalja,EE,59.48333,24.83333
EEMVP,Susineeme,EE,59.51667,25.16667
EEMYA,Matsi-Vidi paadisadam,EE,58.35,23.81667
EEMYB,Miiduranna-Lahe,EE,59.5,24.81667
EEMYC,Muuli,EE,58.78333,22.76667
EEMYD,Muursepa,EE,58.28333,24.05
EENBS,Narva Balti Soojuselektrijaam,EE,59.33333,28.13333
EENEE,Neeme,EE,59.53333,25.16667
EENEP,Pahklimanniku,EE,59.65,25.68333
EENGL,Nommerga lautrikoht,EE,58.98333,22.45
EENIN,Nina,EE,58.61667,27.2
EENJK,Narva-Joesuu kalasadam 1,EE,59.46667,28.05
EENJL,Nova joe lauter,EE,59.21667,23.65
EENJU,Narva-Joesuu kalasadam 2,EE,59.46667,28.06667
EENJY,Narva-Joesuu kulaliskai,EE,59.45,28.05
EENKK,Ankkula,EE,58.7,26.56667
EENMM,Nommiku,EE,59.28333,23.9
EENNU,Nenu,EE,58.53333,23.13333
EENOL,Ninaotsa lautrikoht,EE,59.0,22.43333
EENOR,Norrby,EE,59.01667,23.35
EENOT,Neemeotsa,EE,59.53333,24.9
EENPK,Narva-Joesuu sadam. Piirivalvekai,EE,59.46667,28.05
EENRV,Narva Linnasadam,EE,59.38333,28.2
EENSN,Neemesauna,EE,59.55,24.88333
EENSS,Nassuma,EE,58.28333,22.83333
EENTT,Natturi,EE,59.63333,26.03333
EENUT,Nurga-Uuetoa,EE,59.28333,24.05
EENVL,Narva veehoidla lautrikoht,EE,59.35,28.16667
EEOJP,Oja,EE,59.65,25.68333
EEOJV,Oja,EE,58.25,26.15
EEOLA,Osmussaare laanesadam,EE,59.28333,23.38333
EEOLL,Osmussaare lounalougas,EE,59.26667,23.41667
EEOLS,Osmussaare lounasadam,EE,59.28333,23.41667
EEOME,Omedu Kalasadam,EE,58.78333,26.98333
EEONG,Ongu rand,EE,58.88333,22.41667
EEONN,Onni,EE,58.43333,22.11667
EEORS,Orissaare lauter,EE,58.56667,23.08333
EEORU,Oru,EE,58.26667,26.13333
EEOTO,Otsa-Tonise,EE,59.63333,25.76667
EEPAD,Pada joe lauter,EE,59.5,26.75
EEPAK,Pakri muul,EE,59.35,24.05
EEPAO,Paope lautrikoht,EE,58.95,22.41667
EEPAT,Paatsaranna,EE,58.5,22.3
EEPAV,Paeva,EE,59.53333,25.15
EEPBM,Piibumae,EE,58.76667,27.05
EEPDA,Pedassaar,EE,59.51667,25.36667
EEPDR,Paradiisiranna,EE,59.05,22.68333
EEPDS,Pedassaare,EE,59.61667,26.05
EEPDT,Padaste,EE,58.55,23.28333
EEPED,Pedase,EE,59.28333,23.9
EEPET,Peetri,EE,59.45,24.73333
EEPGI,Paagi,EE,58.43333,23.68333
EEPHA,Pihla,EE,58.83333,22.95
EEPHK,Pahklimetsa,EE,58.96667,22.93333
EEPHP,Pihlaspea,EE,59.61667,26.06667
EEPHR,Pahardi,EE,58.38333,25.96667
EEPID,Puulaiu,EE,58.8,22.75
EEPIS,Puise,EE,58.76667,23.45
EEPJO,Penijoe paadisadama,EE,58.71667,23.81667
EEPJS,Pirita joe lauter,EE,59.45,24.91667
EEPKI,Pae kai,EE,58.48333,23.26667
EEPKK,Pikkjarve,EE,58.65,26.55
EEPKL,Perakula,EE,59.21667,23.6
EEPKP,Paadi kinnistu paadisadam,EE,58.8,22.76667
EEPKR,Paadikuuri,EE,59.61667,25.7
EEPKU,Priidiku kinnistu lauter,EE,58.78333,22.75
EEPKV,Parsikivi,EE,58.68333,27.16667
EEPKY,Paunkula,EE,59.11667,25.35
EEPLD,Poldeotsa,EE,58.36667,24.3
EEPLK,Paldiski lossimiskoht,EE,59.33333,24.06667
EEPLU,Pollu,EE,59.61667,25.7
EEPNA,Punakivi,EE,59.6,25.5
EEPNI,Pohja-Niidi,EE,58.28333,22.75
EEPNK,Pinuka,EE,58.11667,24.0
EEPNL,Pallinina lautrikoht,EE,58.95,22.31667
EEPNM,Pahkneeme lauter,EE,59.65,25.66667
EEPOA,Poama,EE,58.93333,22.35
EEPOH,Pohja,EE,59.65,25.76667
EEPOK,Poka,EE,58.58333,22.5
EEPOO,Pootsi,EE,58.25,24.16667
EEPPA,Pullapaa,EE,58.93333,23.45
EEPPE,Poosaspea,EE,59.23333,23.51667
EEPPH,Palupohja,EE,58.41667,26.23333
EEPPL,Parapalu,EE,58.31667,27.41667
EEPPN,Papiniidu,EE,58.38333,24.56667
EEPPO,Poripollu,EE,58.53333,23.13333
EEPRA,Praaga,EE,58.43333,27.23333
EEPRD,Pohja rand,EE,59.48333,25.41667
EEPRH,Prahnu rand,EE,58.76667,22.48333
EEPRM,Prii Maat III,EE,59.51667,25.2
EEPRO,Poori,EE,58.18333,26.1
EEPRP,Parispea,EE,59.65,25.66667
EEPRR,Promenaadi,EE,58.95,23.55
EEPRS,Prassi ninas,EE,59.63333,25.76667
EEPRT,Perjatsi,EE,59.4,27.8
EEPSK,Pusku,EE,58.9,23.45
EEPSL,Paslepa paadisadam,EE,59.03333,23.43333
EEPTA,Partlimae talu lauter,EE,59.51667,26.71667
EEPTJ,Partli-Jaani,EE,59.65,25.75
EEPTL,Paatsalu lauter,EE,58.51667,23.66667
EEPTS,Pootsmani,EE,58.25,26.13333
EEPUA,Puru,EE,58.31667,24.28333
EEPUD,Pudisoo,EE,59.51667,25.55
EEPVR,Pivarootsi,EE,58.55,23.58333
EEPYA,Pae,EE,58.5,23.26667
EEPYB,Priivitsa oja lauter,EE,58.01667,24.45
EEPYC,Pringi,EE,59.51667,24.8
EEPYD,Pringi-Jaani,EE,59.53333,24.78333
EEPYE,Pringi-Mere,EE,59.51667,24.8
EEPYF,Pringi-Rohuneeme,EE,59.53333,24.8
EEPYG,Pringi-Vabaohumuuseum,EE,59.51667,24.8
EEPYY,Puunsi,EE,59.55,24.8
EERAG,Rannaaugu,EE,58.55,22.21667
EERAN,Rannu,EE,58.23333,26.21667
EERCC,Rocca-al-Mare,EE,59.43333,24.63333
EEREE,Reiu,EE,58.33333,24.58333
EEREH,Rehemetsa,EE,58.45,27.25
EEREM,Reemetsa,EE,58.46667,27.25
EERGD,Riguldi,EE,59.11667,23.53333
EERGL,Raigla,EE,58.1127456,27.513381
EERGV,Raigastvere,EE,58.58333,26.66667
EERHN,Rahinge,EE,58.38333,26.6
EERHS,Rahuste,EE,58.06667,22.13333
EERHV,Ruhve,EE,58.38333,23.03333
EERIM,Riuma,EE,58.31667,25.91667
EERJK,Purjeka,EE,58.25,26.13333
EERJL,Riguldi joge lauter,EE,59.13333,23.53333
EERKL,Raekula,EE,58.36667,24.56667
EERKS,Riksu,EE,58.2,22.05
EERKU,Reku,EE,58.4,26.31667
EERLV,Rannakula,EE,58.43333,23.08333
EERMA,Rannamoisa,EE,59.43333,24.5
EERME,Raime,EE,59.55,24.86667
EERMI,Ramsi,EE,59.03333,23.4
EERMJ,Rannametsa joe lauter,EE,58.13333,24.5
EERMM,Rammu,EE,59.56667,25.23333
EERMN,Remniku,EE,59.0266442,27.5312792
EERMP,Rumpo,EE,58.96667,23.26667
EERMU,Rummu,EE,59.45,25.3
EERMV,Rannakula,EE,58.65,23.13333
EERNI,Rahni,EE,58.13333,22.25
EERNK,Rannakula,EE,59.23333,23.68333
EERNP,Rannapungerja,EE,58.98333,27.16667
EERNU,Reinu II,EE,59.46667,25.15
EEROH,Rohukula,EE,58.81667,23.43333
EEROU,Ranna-Oue,EE,59.65,25.75
EERSA,Roosta,EE,59.16667,23.51667
EERSG,Ristiaugu,EE,58.46667,22.11667
